iter	Logloss
255	0.4830920104
256	0.4830855514
257	0.4830714445
258	0.4830584612
259	0.4830549471
260	0.4830506243
261	0.4830325044
262	0.4830193743
263	0.4830086102
264	0.4829994463
265	0.4829951533
266	0.4829597795
267	0.4829505636
268	0.4829298094
269	0.4829112365
270	0.4828756973
271	0.4828540516
272	0.4828523916
273	0.4828469615
274	0.4828401278
275	0.4828270629
276	0.4827826497
277	0.4827629459
278	0.4827615685
279	0.482739064
280	0.4827346414
281	0.4827268632
282	0.4826828287
283	0.4826743681
284	0.4826465041
285	0.4826198942
286	0.4825804882
287	0.4825725207
288	0.482565126
289	0.4825228329
290	0.4825189776
291	0.482509259
292	0.4824715716
293	0.4824310379
294	0.4824011778
295	0.4823848376
296	0.4823473038
297	0.4823441534
298	0.4823288875
299	0.4823229342
300	0.482317166
301	0.4823092707
302	0.4822942802
303	0.48224894
304	0.482233806
305	0.4822260155
306	0.4822130124
307	0.4822079673
308	0.4821992042
309	0.4821972898
310	0.4821793864
311	0.4821599501
312	0.4821498133
313	0.4821445281
314	0.4821139827
315	0.4820943164
316	0.4820878559
317	0.4820788759
318	0.4820755618
319	0.4820670233
320	0.4820563103
321	0.4820353509
322	0.4820251238
323	0.4820174104
324	0.4819876428
325	0.4819839625
326	0.4819434079
327	0.4819267452
328	0.4818953177
329	0.4818719006
330	0.4818431257
331	0.48183134
332	0.4818105126
333	0.4817931164
334	0.4817596065
335	0.4817365147
336	0.4817302068
337	0.4817129045
338	0.4817044123
339	0.481657486
340	0.4816503258
341	0.4816308292
342	0.4816250694
343	0.4816135637
344	0.4816104306
345	0.4815941473
346	0.4815888124
347	0.4815638144
348	0.4815475045
349	0.4815029935
350	0.4814947441
351	0.4814727604
352	0.48146029
353	0.4814299378
354	0.4814256684
355	0.4814182539
356	0.4814127811
357	0.4813678641
358	0.4813628945
359	0.4813530355
360	0.4812903958
361	0.4812767574
362	0.481238158
363	0.4812330259
364	0.4812168398
365	0.4811870046
366	0.4811657749
367	0.4811473598
368	0.4811155118
369	0.4811133541
370	0.4811102096
371	0.4810952376
372	0.4810667511
373	0.481020239
374	0.4810081512
375	0.4810031036
376	0.4809990694
377	0.4809751502
378	0.4809582558
379	0.4809469951
380	0.4809403691
381	0.4809297303
382	0.4809200523
383	0.4809133163
384	0.4809069623
385	0.4809023612
386	0.4808944333
387	0.4808849152
