iter	Logloss
389	0.4865842498
390	0.4865720128
391	0.4865681707
392	0.4865555344
393	0.4865425978
394	0.4865307823
395	0.486525195
396	0.4865241317
397	0.4865179806
398	0.4865151034
399	0.4865143596
400	0.4865070916
401	0.4865062338
402	0.4864928181
403	0.4864848919
404	0.4864704888
405	0.4864645095
406	0.4864265034
407	0.486415107
408	0.4864034848
409	0.4864011763
410	0.4863969897
411	0.4863939986
412	0.4863930892
413	0.4863829963
414	0.4863682335
415	0.4863557537
416	0.4863525205
417	0.4863390817
418	0.4863378146
419	0.4863301897
420	0.4863249208
421	0.4863100378
422	0.4863031269
423	0.4862973919
424	0.4862973877
425	0.4862916913
426	0.4862916903
427	0.48627994
428	0.4862799387
429	0.4862748528
430	0.4862691412
431	0.4862648342
432	0.4862469389
433	0.4862366352
434	0.486232663
435	0.4862210688
436	0.4862071797
437	0.4861918513
438	0.4861814441
439	0.4861733989
440	0.4861676341
441	0.486153861
442	0.4861441447
443	0.4861412068
444	0.4861379701
445	0.4861288062
446	0.4861240669
447	0.4861160519
448	0.4861032702
449	0.4860932501
450	0.4860877618
451	0.4860759884
452	0.4860715308
453	0.4860569367
454	0.486053067
455	0.4860449868
456	0.4860324228
457	0.4860218875
458	0.4860108787
459	0.486006829
460	0.4859968338
461	0.4859890741
462	0.4859846844
463	0.4859702502
464	0.4859625157
465	0.4859601349
466	0.4859486481
467	0.4859475615
468	0.4859449124
469	0.4859414292
470	0.485934919
471	0.4859288982
472	0.4859035958
473	0.4858972045
474	0.4858860546
475	0.4858810736
476	0.4858693279
477	0.4858563153
478	0.4858500868
479	0.4858437385
480	0.4858381625
481	0.4858277191
482	0.4858186741
483	0.4858017493
484	0.4857857106
485	0.4857756687
486	0.4857618151
487	0.4857585561
488	0.4857508122
489	0.4857478524
490	0.4857419193
491	0.4857320135
492	0.4857270573
493	0.4857208393
494	0.4857196552
495	0.4857128395
496	0.4857098365
497	0.4857079543
498	0.4857013537
499	0.485692806
500	0.4856856998
501	0.485674416
502	0.4856728242
503	0.4856719467
504	0.4856658006
505	0.4856543157
506	0.4856497885
507	0.4856497876
508	0.485637841
509	0.4856329666
510	0.4856261227
511	0.4856246904
512	0.4856115746
513	0.4855982523
514	0.4855856114
515	0.4855803385
516	0.4855772885
517	0.4855654303
518	0.4855649376
519	0.4855524247
520	0.4855518988
521	0.4855464402
522	0.4855340789
523	0.4855292354
524	0.4855270652
525	0.4855238639
526	0.4855153988
527	0.4855084819
528	0.4855067069
529	0.4855043947
530	0.4855031686
531	0.4854925903
532	0.4854834586
533	0.4854826076
534	0.4854773529
535	0.4854688096
536	0.4854682192
537	0.4854662593
538	0.4854572024
539	0.4854459757
540	0.4854394054
541	0.4854280082
542	0.4854226769
543	0.4854192818
544	0.4854162499
545	0.4854109902
546	0.485406779
547	0.4854036219
548	0.4853953355
549	0.4853843895
550	0.4853745922
551	0.4853683029
552	0.4853470923
553	0.4853463831
554	0.4853444496
555	0.485339446
556	0.4853363965
557	0.4853290358
558	0.4853189133
559	0.4853116551
560	0.4853014068
561	0.4852942588
562	0.4852914368
563	0.4852844792
564	0.4852803195
565	0.4852691988
566	0.48526758
567	0.4852592989
568	0.4852518014
569	0.4852502367
570	0.4852349974
571	0.4852190465
572	0.4852129355
573	0.4852109993
574	0.485203994
575	0.485199865
576	0.4851997132
577	0.4851844559
578	0.4851727768
579	0.4851690984
580	0.4851627558
581	0.4851521356
582	0.4851477802
583	0.4851355412
584	0.4851289498
585	0.4851261589
586	0.4851254913
587	0.4851151981
588	0.4851118174
589	0.4851037601
590	0.4850979224
591	0.4850901374
592	0.4850866065
593	0.4850709674
594	0.4850666443
595	0.4850580955
596	0.4850458147
597	0.4850383518
598	0.4850302874
599	0.4850224793
600	0.4850190485
601	0.4850127828
602	0.4850075189
603	0.4850035475
604	0.4850018051
605	0.4849972269
606	0.484986612
607	0.4849801466
608	0.4849701374
609	0.4849649173
610	0.4849599394
611	0.4849508854
612	0.484942379
613	0.4849397795
614	0.4849347641
615	0.4849166457
616	0.4849136894
617	0.4848964873
618	0.4848911662
619	0.4848807803
620	0.484878515
621	0.4848762992
622	0.4848755265
623	0.4848640788
624	0.4848535359
625	0.4848474405
626	0.4848463246
627	0.4848417854
628	0.4848389898
629	0.4848249644
630	0.4848100096
631	0.484801236
632	0.4847950615
633	0.4847925937
634	0.4847903812
635	0.4847706531
636	0.4847674132
637	0.4847568338
638	0.4847561993
639	0.4847463612
640	0.4847449152
641	0.4847376819
642	0.4847328449
643	0.4847223874
644	0.4847117956
645	0.4847072378
646	0.4846890418
647	0.4846869951
648	0.4846844835
649	0.4846741591
650	0.4846661942
651	0.4846613956
652	0.4846549081
653	0.4846520019
654	0.4846514191
655	0.4846480792
656	0.4846374423
657	0.4846205544
658	0.4846006964
659	0.4845948412
660	0.4845924057
661	0.4845878126
662	0.4845838739
663	0.4845772267
664	0.4845586183
665	0.4845523702
666	0.4845449477
667	0.4845431862
668	0.4845404636
669	0.4845369202
670	0.4845318807
671	0.4845275423
672	0.4845184754
673	0.4845011029
674	0.4844870436
675	0.484482716
676	0.4844729419
677	0.484465042
678	0.4844600743
679	0.4844457715
680	0.4844402889
681	0.4844341112
682	0.4844193287
683	0.4844064099
684	0.4843977347
685	0.4843919965
686	0.4843767467
687	0.4843646885
688	0.4843516859
689	0.4843353196
690	0.484325399
691	0.4843091505
692	0.4843041029
693	0.4843011777
694	0.4842934132
695	0.4842876061
696	0.4842832184
697	0.484277663
698	0.4842645704
699	0.484249543
700	0.4842475922
701	0.4842465149
702	0.48422848
703	0.484212507
704	0.484205636
705	0.4841987607
706	0.484184356
707	0.484181696
708	0.4841785979
709	0.4841723119
710	0.4841567041
711	0.4841397122
712	0.4841333868
713	0.48413135
714	0.484122414
715	0.4841211062
716	0.4841157542
717	0.4841065207
718	0.4840965737
719	0.4840781882
720	0.4840743443
721	0.4840702277
722	0.4840497549
723	0.4840383285
724	0.4840329786
725	0.484018023
726	0.4840086259
727	0.4840019098
728	0.4839887297
729	0.4839839057
730	0.4839678142
731	0.4839653485
732	0.4839518647
733	0.4839499496
734	0.4839460207
735	0.4839424333
736	0.483937711
737	0.4839363458
738	0.4839223136
739	0.4839126891
740	0.4839079261
741	0.4838964306
742	0.4838889122
743	0.4838817402
744	0.4838737344
745	0.4838682677
746	0.4838625826
747	0.483859549
748	0.4838411284
749	0.4838368177
750	0.4838348395
751	0.4838271034
752	0.4838233484
753	0.4838167744
754	0.483815348
755	0.4838052488
756	0.4837953334
757	0.4837947733
758	0.4837874013
759	0.4837850594
760	0.4837761442
761	0.4837670357
762	0.4837580481
763	0.483757105
764	0.4837493929
765	0.4837453182
766	0.4837373011
767	0.483735804
768	0.4837285843
769	0.4837261366
770	0.4837209028
771	0.4837178178
772	0.4837142383
773	0.4837045239
774	0.4837017333
775	0.4836958288
776	0.483693314
777	0.4836837289
778	0.4836775528
779	0.4836690304
780	0.4836677477
781	0.4836630568
782	0.483651922
783	0.4836457588
784	0.4836399659
785	0.4836329687
786	0.4836304818
787	0.4836266802
788	0.4836219599
789	0.4836187834
790	0.4836155827
791	0.4836027627
792	0.4835992695
793	0.4835951
794	0.483585908
795	0.4835780934
796	0.4835746189
797	0.4835707954
798	0.4835620114
799	0.4835564733
800	0.4835539652
801	0.4835465548
802	0.4835442309
803	0.483542985
804	0.4835375789
805	0.4835249425
806	0.4835146382
807	0.4835040369
808	0.4835033104
809	0.4834982106
810	0.4834957043
811	0.4834819032
812	0.4834676369
813	0.4834572258
814	0.4834453477
815	0.4834320553
816	0.4834270842
817	0.4834090707
818	0.4834044626
819	0.4833987962
820	0.4833858805
821	0.4833850372
822	0.4833826785
823	0.4833767333
824	0.4833724398
825	0.4833720944
826	0.4833624184
827	0.48335708
828	0.4833480159
829	0.483344526
830	0.4833386404
831	0.4833367919
832	0.4833207152
833	0.4833066089
834	0.4832957109
835	0.4832918629
836	0.483290196
837	0.4832843072
838	0.4832730978
839	0.4832701871
840	0.4832698952
841	0.48326357
842	0.4832583905
843	0.4832465754
844	0.4832450571
845	0.4832371334
846	0.4832348709
847	0.4832317049
848	0.4832244363
849	0.4832212076
850	0.4832144254
851	0.483207927
852	0.4831957383
853	0.4831927778
854	0.4831901798
855	0.4831828343
856	0.4831696179
857	0.4831678387
858	0.4831652678
859	0.4831641511
860	0.4831494735
861	0.483137526
862	0.4831279167
863	0.4831136337
864	0.4831061219
865	0.4831017371
866	0.48310143
867	0.4830973968
868	0.483094919
869	0.4830946958
870	0.483085528
871	0.4830771893
872	0.483076069
873	0.4830719237
874	0.4830628574
875	0.4830584941
876	0.4830528025
877	0.4830489535
878	0.483040543
879	0.4830382068
880	0.4830293154
881	0.4830269561
882	0.4830125024
883	0.4830041184
884	0.4830006368
885	0.4830003463
886	0.4829902587
887	0.4829882388
888	0.4829860185
889	0.4829789523
890	0.482974757
891	0.4829708245
892	0.4829701522
893	0.4829620763
894	0.4829526257
895	0.482950138
896	0.4829473279
897	0.4829389927
898	0.4829365589
899	0.4829325857
900	0.4829294306
901	0.4829186111
902	0.4829145058
903	0.4829112787
904	0.4829048868
905	0.4829038072
906	0.4828991568
907	0.4828932902
908	0.4828850074
909	0.4828847338
910	0.4828727594
911	0.4828612996
912	0.4828561148
913	0.4828543713
914	0.4828494005
915	0.4828445493
916	0.4828340773
917	0.4828270471
918	0.4828155684
919	0.4828100842
920	0.4827971299
921	0.4827866098
922	0.48278378
923	0.4827820453
924	0.4827794467
925	0.4827791601
926	0.4827788036
927	0.4827655343
928	0.4827613061
929	0.4827593643
930	0.4827554047
931	0.482752041
932	0.4827495928
933	0.4827464238
934	0.482744525
935	0.4827387046
936	0.4827274499
937	0.4827238199
938	0.4827143393
939	0.4827103763
940	0.4827069556
941	0.4826938001
942	0.4826892025
943	0.4826794604
944	0.4826783531
945	0.4826755943
946	0.4826720445
947	0.4826615852
948	0.4826576319
949	0.4826564018
950	0.4826514583
951	0.4826464417
952	0.4826378271
953	0.4826372813
954	0.4826363054
955	0.4826312651
956	0.4826289577
957	0.4826237291
958	0.4826089913
959	0.4826058594
960	0.4825993063
961	0.4825900546
962	0.4825869954
963	0.4825854189
964	0.482580855
965	0.4825802888
966	0.4825729698
967	0.482562728
968	0.4825591729
969	0.4825584744
970	0.4825553977
971	0.4825547774
972	0.4825495661
973	0.4825476398
974	0.4825440956
975	0.4825435683
976	0.4825357932
977	0.482530666
978	0.4825263294
979	0.4825239605
980	0.4825230967
981	0.4825183858
982	0.4825051266
983	0.4824951504
984	0.4824928129
985	0.4824781652
986	0.4824754743
987	0.4824724335
988	0.4824678818
989	0.4824665204
990	0.4824566868
991	0.4824445841
992	0.4824375638
993	0.4824364134
994	0.4824309912
995	0.4824250762
996	0.4824098437
997	0.4823968051
998	0.4823884787
999	0.4823841156
1000	0.4823823339
1001	0.4823749499
1002	0.4823643847
1003	0.4823635277
1004	0.4823572895
1005	0.4823521023
1006	0.4823444027
1007	0.4823338728
1008	0.4823326617
1009	0.4823251215
1010	0.4823211544
1011	0.4823167882
1012	0.4823004949
1013	0.4822916321
1014	0.4822866439
1015	0.4822764053
1016	0.4822742259
1017	0.4822706738
1018	0.4822702498
1019	0.4822685236
1020	0.4822667276
1021	0.4822610862
1022	0.4822490242
1023	0.4822461457
1024	0.4822406524
1025	0.4822386692
1026	0.4822329186
1027	0.4822296739
1028	0.4822258412
1029	0.4822174396
1030	0.4822092999
1031	0.4821966932
1032	0.4821928214
1033	0.4821882839
1034	0.4821812954
1035	0.4821741896
1036	0.4821651369
1037	0.4821641426
1038	0.4821595832
1039	0.4821525618
1040	0.482141175
1041	0.4821358442
1042	0.4821353595
1043	0.4821326224
1044	0.4821217755
1045	0.4821146167
1046	0.4821073169
1047	0.4820971249
1048	0.4820928764
1049	0.4820892637
1050	0.4820810078
1051	0.4820774141
1052	0.4820755127
1053	0.4820751678
1054	0.4820721961
1055	0.4820704284
1056	0.4820604572
1057	0.4820542461
1058	0.4820507908
1059	0.4820424558
1060	0.4820406132
1061	0.4820350894
1062	0.4820348421
1063	0.4820333401
1064	0.4820294143
1065	0.4820197663
1066	0.4820085343
1067	0.4819990944
1068	0.4819921827
1069	0.4819853792
1070	0.4819771353
1071	0.4819631007
1072	0.4819613346
1073	0.4819587502
1074	0.4819537579
1075	0.4819476819
1076	0.4819406987
1077	0.481940505
1078	0.481938238
1079	0.4819315862
1080	0.4819282991
1081	0.4819186971
1082	0.4819162984
1083	0.4819090849
1084	0.4819072849
1085	0.4818982865
1086	0.4818961308
1087	0.4818931117
1088	0.4818885006
1089	0.4818839996
1090	0.4818816931
1091	0.4818759074
1092	0.4818710275
1093	0.481858783
1094	0.4818480715
1095	0.4818473132
1096	0.4818440889
1097	0.4818412332
1098	0.4818379346
1099	0.4818313042
1100	0.4818297977
1101	0.4818220904
1102	0.4818207114
1103	0.481819087
1104	0.481815875
1105	0.4818092327
1106	0.4818071519
1107	0.4818022758
1108	0.4817932594
1109	0.4817874605
1110	0.4817777169
1111	0.4817671608
1112	0.4817601772
1113	0.4817460073
1114	0.4817416022
1115	0.481734419
1116	0.4817276484
1117	0.4817210529
1118	0.4817151565
1119	0.4817110484
1120	0.4817071038
1121	0.4816908151
1122	0.4816882362
1123	0.4816859009
1124	0.4816779154
1125	0.4816719553
1126	0.4816680671
1127	0.4816598624
1128	0.4816528689
1129	0.4816496565
1130	0.4816464454
1131	0.481644186
1132	0.4816349787
1133	0.481619528
1134	0.4816187334
1135	0.4816111704
1136	0.4816073224
1137	0.4816049296
1138	0.4816009307
1139	0.4815962365
1140	0.481593341
1141	0.4815853046
1142	0.4815836918
1143	0.4815756018
1144	0.4815734609
1145	0.4815702926
1146	0.4815675527
1147	0.4815619769
1148	0.4815606545
1149	0.4815552213
1150	0.4815473653
1151	0.4815359075
1152	0.4815291191
1153	0.4815224808
1154	0.4815185421
1155	0.4815147379
1156	0.4815082475
1157	0.4815039837
1158	0.4815018082
1159	0.4814962094
1160	0.481490258
1161	0.4814861595
1162	0.4814792361
1163	0.4814774938
1164	0.4814753292
1165	0.4814720341
1166	0.481459719
1167	0.481457015
1168	0.4814491425
1169	0.4814458195
1170	0.4814385807
1171	0.4814352021
1172	0.4814313605
1173	0.4814266979
1174	0.481422532
1175	0.4814220272
1176	0.4814163867
1177	0.4814123706
1178	0.4814022883
1179	0.4813919334
1180	0.4813904441
1181	0.4813837462
1182	0.4813795568
1183	0.4813740785
1184	0.4813686399
1185	0.4813659359
1186	0.4813636818
1187	0.4813599858
1188	0.4813566214
1189	0.4813501063
1190	0.4813487143
1191	0.4813450653
1192	0.4813427278
1193	0.4813402738
1194	0.4813358408
1195	0.4813301778
1196	0.4813242093
1197	0.4813214006
1198	0.4813182727
1199	0.4813124567
1200	0.481308538
1201	0.4813000584
1202	0.4812934018
1203	0.4812853735
1204	0.481278177
1205	0.4812736696
1206	0.4812698222
1207	0.481264305
1208	0.4812609854
1209	0.4812565531
1210	0.481251572
1211	0.4812448054
1212	0.4812429865
1213	0.4812375691
1214	0.4812318768
1215	0.4812307387
1216	0.4812294562
1217	0.4812255228
1218	0.4812169243
1219	0.4812145133
1220	0.4812098238
1221	0.4811959069
1222	0.4811900201
1223	0.4811883966
1224	0.4811823619
1225	0.4811779608
1226	0.4811770203
1227	0.4811751219
1228	0.4811717028
1229	0.4811661793
1230	0.4811600029
1231	0.4811534403
1232	0.4811512956
1233	0.4811445284
1234	0.4811368699
1235	0.4811295781
1236	0.4811265815
1237	0.4811254152
1238	0.4811201898
1239	0.4811181487
1240	0.4811155921
1241	0.4811119598
1242	0.4811077059
1243	0.4811051727
1244	0.48110032
1245	0.4810960923
1246	0.4810934307
1247	0.4810917917
1248	0.4810888733
1249	0.4810768216
1250	0.4810722363
1251	0.4810708956
1252	0.4810673485
1253	0.4810656338
1254	0.481061174
1255	0.481057079
1256	0.4810510466
1257	0.4810506688
1258	0.4810411341
1259	0.4810398249
1260	0.4810360813
1261	0.481033212
1262	0.4810283919
1263	0.481026688
1264	0.4810213082
1265	0.4810185764
1266	0.4810181208
1267	0.4810113085
1268	0.4809993759
1269	0.4809957714
1270	0.4809902482
1271	0.4809889804
1272	0.4809829509
1273	0.4809821529
1274	0.4809717656
1275	0.480970063
1276	0.4809637425
1277	0.4809539395
1278	0.4809521889
1279	0.480949115
1280	0.4809422671
1281	0.4809401324
1282	0.4809358775
1283	0.4809340286
1284	0.4809334654
1285	0.4809307393
1286	0.480927463
1287	0.4809221481
1288	0.4809153082
1289	0.4809146414
1290	0.4809129039
1291	0.4809116387
1292	0.4809058989
1293	0.4809026184
1294	0.480896756
1295	0.4808932497
1296	0.4808889801
1297	0.4808857387
1298	0.4808824641
1299	0.4808793407
1300	0.480873703
1301	0.4808731858
1302	0.4808670227
1303	0.4808647527
1304	0.4808573018
1305	0.4808549427
1306	0.4808512665
1307	0.4808494532
1308	0.4808343225
1309	0.480832229
1310	0.480821076
1311	0.4808187245
1312	0.48081589
1313	0.4808095574
1314	0.4808047437
1315	0.4807968981
1316	0.4807939844
1317	0.4807927414
1318	0.4807856982
1319	0.480779165
1320	0.4807781391
1321	0.4807719018
1322	0.4807705978
1323	0.4807671123
1324	0.4807630142
1325	0.4807589768
1326	0.4807544624
1327	0.4807502041
1328	0.4807464754
1329	0.4807412363
1330	0.4807186078
1331	0.4807139689
1332	0.4807102328
1333	0.480705184
1334	0.480694903
1335	0.4806890187
1336	0.4806800505
1337	0.4806694151
1338	0.4806668117
1339	0.4806650341
1340	0.4806570387
1341	0.4806514942
1342	0.4806424921
1343	0.480635329
1344	0.4806314812
1345	0.4806301556
1346	0.4806248801
1347	0.4806172292
1348	0.4806108261
1349	0.4806040873
1350	0.4806002594
1351	0.4805951085
1352	0.4805891545
1353	0.4805851549
1354	0.4805804649
1355	0.480571206
1356	0.4805672374
1357	0.4805642524
1358	0.4805557826
1359	0.4805517252
1360	0.4805471256
1361	0.4805460299
1362	0.4805423277
1363	0.4805330585
1364	0.480527607
1365	0.4805233003
1366	0.48052011
1367	0.4805194404
1368	0.4805156744
1369	0.4805134735
1370	0.4805037508
1371	0.4805001485
1372	0.4804976651
1373	0.4804905002
1374	0.4804889682
1375	0.4804862701
1376	0.4804843199
1377	0.4804768503
1378	0.4804673236
1379	0.4804472016
1380	0.4804450607
1381	0.48044421
1382	0.4804424384
1383	0.4804380589
1384	0.4804353189
1385	0.480429529
1386	0.4804266939
1387	0.4804211058
1388	0.4804098277
1389	0.4804023434
1390	0.4803997593
1391	0.480390671
1392	0.4803858582
1393	0.4803850205
1394	0.4803821076
1395	0.4803805086
1396	0.4803792144
1397	0.4803762942
1398	0.4803658934
1399	0.4803620732
1400	0.4803593267
1401	0.4803545754
1402	0.4803512903
1403	0.4803474015
1404	0.4803401757
1405	0.4803377864
1406	0.4803367785
1407	0.4803352673
1408	0.4803276486
1409	0.480324868
1410	0.4803230175
1411	0.4803209709
1412	0.4803199772
1413	0.480316682
1414	0.4803130306
1415	0.4803098942
1416	0.4803038776
1417	0.4803025857
1418	0.4802988132
1419	0.4802956949
1420	0.4802899795
1421	0.480283843
1422	0.4802743659
1423	0.4802718489
1424	0.4802602772
1425	0.4802546207
1426	0.4802471527
1427	0.4802433677
1428	0.4802385771
1429	0.4802347853
1430	0.4802270896
1431	0.4802248391
1432	0.4802230043
1433	0.4802188906
1434	0.4802111765
1435	0.4802085653
1436	0.4801988284
1437	0.4801976016
1438	0.4801939505
1439	0.4801847033
1440	0.4801802711
1441	0.4801745894
1442	0.4801608564
1443	0.4801571109
1444	0.4801472951
1445	0.480135427
1446	0.4801351057
1447	0.4801324341
1448	0.4801271984
1449	0.4801217501
1450	0.4801195067
1451	0.4801157603
1452	0.480100642
1453	0.4800967637
1454	0.4800890587
1455	0.4800827195
1456	0.4800794901
1457	0.4800766607
1458	0.480075792
1459	0.4800574118
1460	0.4800511744
1461	0.4800483594
1462	0.4800427674
1463	0.480039658
1464	0.4800372251
1465	0.480034379
1466	0.4800272945
1467	0.4800260878
1468	0.4800160593
1469	0.4800120397
1470	0.4800061183
1471	0.4800036103
1472	0.4799978342
1473	0.4799948826
1474	0.4799890184
1475	0.4799869498
1476	0.4799783446
1477	0.479976682
1478	0.4799685682
1479	0.4799674879
1480	0.4799610508
1481	0.4799574419
1482	0.4799539066
1483	0.479948959
1484	0.4799456263
1485	0.4799443028
1486	0.4799414857
1487	0.4799368128
1488	0.4799361461
1489	0.4799321572
1490	0.4799276028
1491	0.4799267673
1492	0.4799246629
1493	0.4799149905
